"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"SOX9",0.0135546863085659,0.176408955134791,0.00567867067539747,0.00215212413606933,0.00405476703932352,0.0839668683862704,0.00375863282793196,0.0123045837997945,0.00124071010444702,0.00424786400414781,0.181255223170534,0.00859382417163483,0.0261834611983977,0.0772450483739767,0.0240122810007406,0.187024243200622,0,0
"CFTR",0.00657799303312804,0.0198075344778639,0.00795131981824234,0.000937326896865959,0.0072163546678794,0.0317883581783265,0.000840344136287541,0.0184166505721056,0.00122735084004765,0.00199152576520658,0.00178154319320004,0.0029093768311278,0.00807602698820435,0.00885625813322353,0.00129221776803419,0,0,0
"EPCAM",0.00581487065074891,0.028152675282448,0.00414923066956979,0.0122479042840985,0.0110996513741741,0.374595923158728,0.0197336295258235,0.00224034391153504,0.0356563087546198,0.0457783995862854,0.096077194514887,0,0.00531043882391785,0.00110741443217998,0.0442388352042083,0.000554174394665479,0,0
"CD3D",0.258950614020597,0.0252785757822691,0.0554339692643656,0.958325182263956,0.0233771282141581,0.0174024078970992,0.0453120234251478,0.00983485669801897,0.00544312362022826,0.0591181899207649,0.0282259951775692,1.5142557813395,0.0339630623143557,0.0307910787261231,0.0530430692889908,0.00337626176096824,0,0
"CD3E",0.172514349611351,0.0107637707318933,0.0250769111243344,1.17585607460457,0.0134097565761485,0.0161849658896762,0.0557381840590978,0.00513998486797295,0.00313370831939101,0.0770961250601923,0.0202073937529729,0.886936110477247,0.0190837965489,0.0379859526224357,0.0664067485337212,0.00332372610872471,0,0
"CD3G",0.186640369091039,0.0167677892724509,0.0284969190437009,0.624246580678263,0.0134932681875164,0.00766489555967101,0.0262069080363205,0.00607845787018135,0.00320255663385468,0.032809716426819,0.022028137297728,1.34786021354561,0.0190910211370844,0.0328476545139944,0.02590944099249,0.00185100041452314,0,0
"TRAC",0.361673486700339,0.0249072979834129,0.0574093825496457,2.08553482066994,0.0260870819511515,0.0383307617139756,0.114464746928368,0.0131299252772244,0.00310249534392883,0.14657343529201,0.0407146306475881,1.40787975243238,0.0390628263057786,0.0545097446252743,0.15803726156846,0.00565127381714893,0,0
"CD8A",0.240771501376026,0.015814125232514,0.0360305512905575,1.06194805530144,0.013553305366334,0.017037055694889,0.0651743907895605,0.00644252914765358,0.00260858945158779,0.0805726325780762,0.0305518669102783,0.559061419296108,0.0213410451901796,0.0210004177522758,0.0628310631745922,0.000102382097162069,0,0
"CD8B",0.120854831932216,0.00651756667670068,0.0167008207239893,0.00126359354572277,0.00767224952517766,4.05747106665426e-05,6.33496196197394e-05,0.00283669339499738,0.000905087942887842,0,0.010548244458262,0.372933072096092,0.00960441325170469,0.0162115158547183,0,0.000157840896283789,0,0
"GZMB",0.122685064944958,0.00929450153505441,0.0278202032756526,0.280044433843818,0.0177468468880696,0.00381861114168345,0.0607115369920682,0.0132948398723842,0.00260474741875761,0.0263563174226561,0.00996834622022871,0.519116132942395,0.0160399856154502,0.0215949859236381,0.0221857640235833,0.000157840896283789,0,0
"GZMK",0.157813872966845,0.0085284920778033,0.0268331857446436,0.728228901127705,0.0237330082923019,0.0119431773684932,0.0347795073047714,0.0104169225312244,0.00170445021514723,0.0522366512026277,0.00540673893539824,0.472160968884076,0.0251322837012867,0.0276325914307229,0.0335148142895037,0.00134575388966463,0,0
"CD4",0.126660409232248,0.0591787492885981,0.468317335682733,0.443274248909034,0.0942273466011452,0.0233853912357178,2.04752611191711,0.0209375739729872,0.00491512344514528,0.838392083250653,0.0866695307071703,0.19549042886856,0.148813267905828,0.0405819632037998,0.744264863924889,0.00427530746017398,0,0
"IL7R",0.532776815985874,0.0190978419860545,0.0707030778462746,0.986823069878331,0.0519515276556222,0.0190608333374318,0.102084564578413,0.0338141309292487,0.0809822383151403,0.101606820309425,0.0904974409700898,0.342986699051653,0.0529668914652917,0.0897387688909201,0.0848882368458027,0.00485740974054808,0,0
"CCR7",0.0387013978421371,0.00255099570977117,0.016784415910726,0.0766679592202191,0.0061473456632758,0.00234362321126877,0.0393693560535824,0.00426732315530372,0.00113058520998782,0.00629491209778353,0.00383142666872892,0.0391660926503228,0.00804643571087947,0.0069618017963988,0.0121255650692406,0,0,0
"FOXP3",0.0324986037852248,0.00267872822581774,0.0048668282838662,0.113045585175818,0.0026866267389209,0.0307229901168256,0.00748386823091513,0.00494781261385617,0.000875494295911655,0.00916286635602157,0.00750209453250486,0.216275696365549,0.00297035145758001,0.00774503111669604,0.0133248483170553,0.000341642470720123,0,0
"IL2RA",0.092342301633736,0.00919423321112359,0.0991683495493181,0.0576607602209008,0.0168924028385545,0.000770980915795112,0.0641639503790553,0.00971674801830598,0.0174453548195555,0.00314559362353269,0.0696178182296504,0.177410916003616,0.0285166665844851,0.0189372432390977,0.00774619841021765,0,0,0
"CTLA4",0.203471075895617,0.00834017439740924,0.0274903201184058,0.125150306269629,0.00624215077657895,0.00180022448098068,0.0171381733315912,0.00294064588326886,0.0059434539029721,0.0070922084705255,0.0171460197160457,0.480749538132673,0.0106583252761467,0.0162541209616866,0.0141824625445991,0.000292946162625323,0,0
"NKG7",0.491278615312987,0.0474362493349713,0.107224623769719,2.08342395531236,0.0628038842332189,0.0431023471298194,0.175867769844622,0.0252817651690305,0.0105335573930185,0.189339628059308,0.0193701239621858,1.73329822453026,0.065139355548483,0.0598651848003186,0.138790955935652,0.0027100218919991,0,0
"GNLY",0.182667590479427,0.0178061875230209,0.0271628027975615,0.525318061745631,0.0487983432140621,0.00869904674079671,0.0401904555927614,0.0275859103369929,0.0069133808037996,0.0580801750823671,0.0367154406808691,0.482328953007629,0.0227982348531463,0.0602839532420411,0.051115719427203,0.00129231526740803,0,0
"KLRD1",0.332293080293758,0.0288466967524905,0.0637361235122025,0.845544547611622,0.151821389852648,0.0144862220391769,0.0447455887260391,0.096190716839394,0.0664861941937949,0.06702517359117,0.100032082863229,0.42446286463816,0.069015761739599,0.0623472164893825,0.0357433060833954,0.002162549975535,0,0
"KLRF1",0.149116958726855,0.0108835971298301,0.0278066550286246,0.26048374958294,0.0286807993791831,0.00296392313734588,0.0142854627442803,0.0368084015793934,0.00372578539543924,0.0195621176800928,0.0204517183183501,0.136992283958108,0.0211900421773107,0.0529685014950014,0.0102621914655531,0,0,0
"MS4A1",0.100908973712609,0.00261896461830808,0.0130732112122173,0.128165712526406,0.00515300239544018,0.00267731851749479,0.013926932115664,0.00183599546784346,0.000945052684782699,0.0108581996290136,0.00121719842780274,0.0359509629822759,0.0111227199440513,0.012491687428064,0.00595998882888291,0,0,0
"CD19",0.00838077749219366,0.00277413141034664,0.00245930058415246,0.0231832408079355,0.000791661762131964,0.000987033385812734,0.00386117996439485,0.00013145650317587,8.32603033483136e-05,0.00197503422346233,0.000224038684015295,0.00848352179083913,0,0.000682120939156442,0,0,0,0
"CD79A",0.0479435256595885,0.00639598598223182,0.0077274109975291,0.165418662820934,0.00337307548217822,0.00480751986742174,0.0226260967167239,0.00128721615257183,0.000332960471707451,0.0129458896608906,7.38087928025832e-05,0.0484195412895521,0.00346709114782027,0.00135991942190419,0.00914620190390272,0.00153311011670058,0,0
"JCHAIN",0.135656065549205,0.0415362429453761,0.0438412116925063,0.149579709121791,0.0277456343932706,0.0184241977538738,0.0829788337967111,0.00797456084403208,0.00186732107821405,0.0319048973886848,0.0017349006880691,0.102874605678823,0.0305405719169922,0.0204542175168916,0.022919139246877,0.00368813417918015,0,0
"MZB1",0.0890583934293696,0.0263865780543995,0.022617198402967,0.108386402594517,0.00728047350186266,0.00447613207735328,0.0256429938397196,0.00162748242301808,0.00301315848792926,0.00839728674705262,0.00169001106879428,0.131805303025881,0.0132238690883075,0.00999378928447216,0.00333871980654572,0.000399697468877901,0,0
"XBP1",0.271892992954559,0.644232431190125,0.237450292745577,0.48133390993275,0.187190069767485,1.05458023714597,0.346787423640042,0.539290229776543,0.098799726639715,0.317682399140667,0.480689746475517,0.462275062261336,0.330409505964133,0.451535743347893,0.316118184175271,1.27515320183912,0.511405209324292,0
"IGHG1",0.454167801518923,0.160037948726108,0.144035511446027,0.23241578289792,0.0348423301373615,0.0623437307937408,0.0813617142545224,0.00775684299099857,0.00259749347953457,0.08034674523718,0.000443510595092889,0.14207268768766,0.0774836041677866,0.0270843436507679,0.0702644134181995,0.0255955022490283,0,0
"IGHA1",0.25956729498041,0.040411993394218,0.0648579169291955,0.104645829633387,0.0731034348294542,0.022959352509399,0.0321468445170654,0.0139746049828668,0.000988782275164456,0.0364592684965062,0.00100540607417883,0.0240651900439554,0.0672743545531015,0.049168702501628,0.0262086516654086,0.00446459838591167,0,0
"IGHD",0.0263313945829574,0.000915923429960561,0.00529273176363543,0.0654233441729846,0.0100420034711718,0.00248520529502987,0.00776218320975915,0.00202824421224114,0.000175665289850741,0.00503702002265695,0.000308602924349112,0.0142578727989957,0.00775436960542828,0.000614488415309448,0.00540195196906787,0,0,0
"CD68",0.167995942165766,0.170232137692679,0.728997984298119,0.0532767149640218,0.113865640263931,0.198446434892439,2.57115391156974,0.0208953755462335,0.00974620118814244,0.13510427846014,0.0818656019531807,0.055205209976441,0.159865671580997,0.0304315667751651,0.255636790624108,0.492671319034189,0,0
"CD163",0.138967890606988,0.143056617193426,1.13582573359041,0.0131308247766936,0.154783141116098,0.0211955235144452,1.5738000904362,0.0487809844964154,0.0368038940784195,0.0417240446088765,0.105392070434434,0.0124743745542632,0.241798113469216,0.0437825293774441,0.139668029141237,0.00505140534940554,0,0
"C1QA",0.692249968358817,0.464196381272055,1.63232387419249,0.0361134505672437,0.377996090750447,0.0438194760438597,1.99878548918971,0.0699254228623122,0.0333935112603003,0.074522553653043,0.188798633233114,0.126325340875272,0.519930516753613,0.05041625895289,0.226849143015531,0.00558265970700831,0,0
"C1QB",0.79722845483573,0.578624184136902,1.70667460473997,0.0408232574618521,0.417552001357181,0.061341350159937,1.96610200558667,0.0867264137703132,0.0309295652622192,0.0857394686702609,0.215344517671617,0.125792979964143,0.571879397045137,0.0426416592959302,0.245685198287018,0.00337786296245861,0,0
"VSIG4",0.0481498072625755,0.0390106254332581,0.320942219991215,0.00395047365125846,0.0362926933565433,0.0044011231822217,0.690022322535504,0.00518118390613077,0.0066221752954775,0.00994722624959131,0.0285021173037804,0.00421530383534474,0.0626816110206903,0.00950969084216788,0.0455620698181873,0.000262037712385859,0,0
"MARCO",0.0148880419768923,0.00443756316691393,0.0655320049400034,0.00397286394191639,0.00648339960556564,0.00489395434334561,0.260098804272917,0.0015696148112985,0.000291891176322447,0.0150748534599013,0.00325772511422869,0.00762250763783276,0.00938485433108065,0.0081064025730691,0.0225580623731537,0,0,0
"CD14",0.258947726962046,0.326822509359819,0.897998540433973,0.058761021315916,0.19495840678205,0.780168794687928,1.86551414454196,0.37684181567507,0.0126496004879579,0.369296319309949,0.243809893115886,0.03391475313824,0.284543921589643,0.128175923187257,0.235421143191182,0.438191513184459,0,0
"FCN1",0.0300894879181068,0.0156618817381173,0.178652442280065,5.93149791233996e-05,0.0243634987784475,2.14983599988433e-05,0.000454257407791244,0.00502868780301494,0.00407029399145436,0.0001814702803689,0.0218900908073772,0.0135705558966783,0.0218518837945074,0.0778536842130762,0.000868013153948793,0.000942748952463403,0,0
"VCAN",0.0414910772204031,0.036745971663418,0.214383469171917,0.00417027278558966,0.0809351259130112,0.0737796816442513,0.645085699005223,0.0123530778802385,0.713606878990127,0.0366199139521508,0.172321867781588,0.0186541134527822,0.278204857728567,0.136994998076322,0.719669494071812,0.00139020710702464,0,0
"S100A8",0.0878395122832813,0.0348921642133164,0.20023192969019,0.0538072282425936,0.0492202813414364,0.0913379113655088,0.811645822792838,0.00607178695759145,0.0104350922085856,0.0765071149592948,0.00455334194839314,0.0758766175770751,0.0232488391990241,0.0748345819358123,0.0719675447619277,0.0194348778799408,0,0
"S100A9",0.644373588903365,0.450360026165027,0.495884687313519,0.0886090433905009,0.0950022676923138,0.202476043704282,1.3969523608822,0.0163935716272288,0.0113790260485231,0.0876848984302196,0.0686767685555905,0.111056523361769,0.178165778383526,0.113973811726497,0.107906302821773,0.0309793091160681,0,0
"FCGR3A",0.221900020899558,0.159203310692979,0.698718733770513,0.386690049514853,0.0695567136041215,0.056362700096384,1.49709013968912,0.0285039113401003,0.0127674845218696,0.0897042128566249,0.0924510518218412,0.172964132647033,0.116697649208165,0.0418229764470847,0.154444565958885,0.0138647836249159,0,0
"CD1C",0.00887301423476726,0.00253764367054261,0.0310814327792476,0.00677169288681149,0.00590740971404847,0.0018479224419438,0.296469890263303,0.00114943104102642,0,0.00275246198901775,0.0019359806415347,0.00164352589723923,0.0048645043751637,0.00264494192332262,0.00589141136353284,0.000327378952833065,0,0
"CLEC9A",0.00366656824807848,0.001432486103493,0.019911684689541,0.000884674849267169,0.00976613225499474,0.000868715250942861,0.0760424651720446,0.00111647340527327,0.000510165486325209,0.00116287860807813,0.000504922029659578,0.00134227447181256,0.00664555106133345,0.00133284675701941,0.00574401001325655,0,0,0
"CLEC10A",0.0195140476995449,0.0124838696659623,0.106118498933045,0.00476357408914533,0.0176509199669931,0.0299328158641082,0.903365078208214,0.0106365875017829,0.000378282329209148,0.0115207659293058,0.0206004693109279,0.00179313292202629,0.0200937068544761,0.00793875245874881,0.03894010020181,0.0157865689740817,0,0
"LILRA4",0.00130034843603404,0.000650027877681391,0.00518175042065598,0.00524941290971213,0.000985936301110173,0.000333587114811901,0.067690988771162,0.000393321289392843,7.92098226390137e-05,0.000936305505897367,0.000836278084960005,0.0110739053061606,0.000655223593312157,0.00102110617279271,0.0048328087823765,0,0,0
"VWF",0.157786123060358,0.0474652549212875,0.0769209865212562,0.0166020303189865,1.87865380448736,0.0216777867279873,0.0864606950547864,0.0433654386399838,0.0464000963784751,2.6478661708775,0.0428471639971408,0.002558302756639,0.126711942673355,0.00972209580793014,0.0597886949770969,0.00715559752917404,0,0
"PECAM1",0.238841617803109,0.160408035501887,0.594891935636649,0.210716179506689,2.18375317222174,0.0425959994719804,1.24701903685365,0.0442674922887037,0.0550430121885145,2.77000685499365,0.177217070922631,0.120813699792821,0.219141876052171,0.118644563830172,0.129207937320902,0.0140490442964938,0,0
"CDH5",0.0484066286481053,0.0197522692757686,0.0324151047164927,0.0124558062200578,0.896657967822416,0.0216246458224513,0.158669916690986,0.0111600047788675,0.0101599713714044,2.81963557026425,0.0104497089326627,0.000389835383986951,0.0453321238687539,0.0145941596275763,0.0654410859869996,0.0100283079203059,0,0
"CLEC4G",0.00296426005966838,0.00055739115494534,0.00784672411739708,0.0031287918992065,0.00703910191189822,0.00348656908294692,0.0584975670391967,0.000447172850993233,0.000143168873834175,0.329482773180832,0.00110452297117652,0,0.00412864311190149,0,0.0116421663181878,0,0,0
"STAB2",0.0139388664632236,0.0170770107656855,0.0053620331069525,0.00293080362097336,0.0276082379235997,0.00398198361729642,0.0351152901595499,0.00716297462604593,0.00100308271119688,0.355698597752383,0.00270648264466938,0,0.00796321463439474,0.00402940559071013,0.00469504431421937,0.000214599384322581,0,0
"COL1A1",0.0631184334456873,0.039332988933919,0.0160846475271596,0.0173209854801359,0.0270435002445402,0.0413237726258065,0.0352622496632152,0.0199570801640665,0.00665011199201294,0.0529793347131346,0.058690414266266,0.00291753351915947,0.793167620154857,0.0132418048961992,2.95909810744031,0.0161374837319739,0,0
"COL3A1",0.0703683223240941,0.0340791187311484,0.0635523957571004,0.0133782853356378,0.13189389156593,0.0280719341362744,0.0359908184078355,0.0121423722237614,0.0261417514870554,0.165840395664567,0.059588546205824,0.00299662242276135,1.5627770262288,0.0203219325989563,3.80377898157047,0.0109806176805178,0,0
"ACTA2",0.189959437336398,0.0394779700564174,0.200912991744794,0.0551517950692291,0.265372110634282,0.0490112381528024,0.0379288352089562,0.0362541412997432,0.0961922329718679,0.101458615810946,0.0276353650967808,0.094079640365979,1.50061111112542,0.0543757493287548,2.52457897611,0.0375018419838281,0,0
"PDGFRB",0.0304486560152038,0.068030646994484,0.0172634574128768,0.0265168843738722,0.0992007676260078,0.0545828638810737,0.0103024251194556,0.00836968873424315,0.0117375062542369,0.0490723300037031,0.0593384676633985,0.00955339209546324,1.42125745565157,0.0138374899810074,2.53583113754675,0.0366979455142089,0,0
"RGS5",0.0938399020351094,0.0605489949497594,0.106407463026676,0.00934065953814262,0.329672439812921,0.0267552545361945,0.0488183718923314,0.043769030960487,0.120487696669639,0.122962443044296,0.0533000029550308,0.00935988518078716,1.60825048974734,0.0497147996725144,3.03500273281236,0.0166604274226044,0,0
"MKI67",0.0864180779260513,0.134141955961,0.0809857103773978,0.0871629620802706,0.0351053665468133,0.148698306218615,0.0614896986393754,0.14016796229475,0.0559647510049054,0.054532907363868,0.0482435992546221,0.13168015684313,0.0480340838771448,0.0341638334789991,0.0561300416516467,0.0326326079452449,0,0
"TOP2A",0.119688433566586,0.285621664721887,0.116860770461046,0.0594135168415812,0.0585856714515864,0.150848834534899,0.0431032615607279,0.261780669945113,0.101069457136257,0.0431054326234177,0.110383073321789,0.279516369968293,0.0888268281457748,0.0519190529069221,0.0467962560184775,0.0197094228032911,0,0
"PCNA",0.126736179776162,0.364719560189312,0.137026472136705,0.085234010199705,0.105044807170613,0.126036649593184,0.0653904679169643,0.123860629815363,0.180168089769033,0.0941059246527286,0.104604929110738,0.161635726499453,0.148524891981038,0.0530775464853684,0.0685760938234632,0.0824804254841071,0,0.638423225115865
