peak_id	X__11t	X__12t	X__13t	X__15t	X__16t	X__17t	X__18t	X__19t	X__1t	X__20t	X__22t	X__24t	X__3t	X__7t	X__pt1_pre	X__pt11_pre	X__pt12pre	X__pt14pre	X__pt16pre	X__pt17pre	X__pt20pre	X__pt22pre	X__pt23pre	X__pt24pre	X__pt26pre	X__pt29pre	X__pt30pre	X__pt5_pre	X__pt6_pre	X__pt9_pre
chr18:12657834-12658334	379.656150020895	350.530063477107	647.74152699432	203.433282640531	352.170815925811	0	567.629767932584	0	0	0	556.020952148733	48.8851360664771	94.4246478863826	231.718387452903	241.814596878185	0	388.837912747195	119.484231869576	199.678648235225	138.779313999438	16.6366191997542	0	141.000524272288	0	239.58066229494	0	0	0	0	371.062601709672
chr18:54269281-54269781	643.669909518185	671.849288331122	660.977624608508	402.395504124127	211.302489555487	0	876.627267502599	0	0	0	656.96844540292	83.3922909369316	739.659741776663	327.42815618345	0	37.7442604737262	291.628434560396	334.555849234813	199.678648235225	520.422427497892	382.642241594346	0	297.667773463719	12.4636744289588	0	0	1153.44794611249	384.648944053585	0	371.062601709672
chr19:4247127-4247627	822.588325045273	567.988528782349	781.757015337973	356.939715695291	70.4341631851623	0	788.1478072733	0	0	1288.09475867689	863.721867415507	129.401830764204	550.810446003898	367.727006175259	0	113.232781421179	388.837912747195	334.555849234813	698.875268823286	312.253456498735	299.459145595575	0	219.334148868003	24.9273488579177	239.58066229494	1009.9510511868	1441.80993264062	384.648944053585	636.267312911332	0
chr19:6739351-6739851	521.481723304563	493.338607856669	600.587929243776	304.777335531052	352.170815925811	0	560.823655607253	0	0	0	740.641501308798	71.8899059801134	566.547887318295	357.652293677307	241.814596878185	37.7442604737262	388.837912747195	95.5873854956609	0	208.168970999157	166.366191997542	0	94.0003495148586	24.9273488579177	239.58066229494	0	1730.17191916874	0	0	185.531300854836
chr19:45423363-45423863	490.934676751158	382.986550836098	689.931588139544	287.638267762802	281.736652740649	0	607.105219419502	0	2338.22216872513	2576.18951735378	658.587923904324	77.6410984585225	535.073004689501	342.540224930378	241.814596878185	37.7442604737262	388.837912747195	358.452695608728	0	208.168970999157	149.729572797787	0	31.3334498382862	0	119.79033114747	0	0	480.811180066982	0	0
chr19:53431651-53432151	517.11785951122	467.373417969476	586.524575528701	365.136661149671	258.258598345595	0	690.139789788537	0	0	0	634.835572550398	46.0095398272726	377.69859154553	272.017237444712	604.536492195462	0	1263.72321642838	95.5873854956609	199.678648235225	208.168970999157	266.185907196067	0	219.334148868003	43.6228605013559	239.58066229494	0	576.723973056247	96.1622360133963	0	0
chr2:98508612-98509112	342.563307777475	223.949762777041	363.992684390167	187.784568591259	140.868326370325	2388.13192784435	363.446398172661	0	0	0	201.35516034124	43.1339435880681	188.849295772765	115.859193726452	241.814596878185	113.232781421179	0	119.484231869576	0	138.779313999438	16.6366191997542	0	78.3336245957155	12.4636744289588	0	0	1153.44794611249	288.486708040189	0	0
chr2:112584184-112584684	700.400138831652	652.375395915727	653.532319700527	324.897110737258	281.736652740649	0	747.311133321315	0	1169.11108436256	1288.09475867689	626.738180043377	109.272657089772	692.447417833472	347.577581179355	1209.07298439092	75.4885209474525	388.837912747195	238.968463739152	599.035944705674	763.286226996909	482.461956792871	0	407.33484789772	18.6955116434383	239.58066229494	0	1153.44794611249	192.324472026793	0	0
chr2:237966592-237967092	861.863099185366	772.464399143995	909.981710975418	379.295021479965	281.736652740649	0	815.372256574622	29427.230433407	0	0	869.659955253989	97.7702721329543	771.134624405458	266.979881195736	967.258387512739	150.977041894905	583.256869120792	358.452695608728	199.678648235225	277.558627998876	399.2788607941	0	235.000873787146	49.8546977158353	479.161324589879	2019.90210237359	1153.44794611249	0	0	0
chr20:1118290-1118790	584.757748308046	551.760285102854	455.818111588596	321.916403299302	328.692761530757	0	653.386783231751	0	0	0	398.931537512537	46.0095398272726	472.123239431913	272.017237444712	967.258387512739	75.4885209474525	388.837912747195	382.349541982644	0	485.727598998033	199.63943039705	0	94.0003495148586	12.4636744289588	0	0	576.723973056247	1057.78459614736	0	0
chr20:49045968-49046468	713.491730211683	694.568829482416	713.094758964373	370.352899166095	234.780543950541	0	770.45191522744	0	2338.22216872513	0	659.667576238594	126.526234525	645.235093890281	256.905168697784	725.443790634554	188.721302368631	97.2094781867987	238.968463739152	99.8393241176123	416.337941998314	183.002811197296	0	391.668122978577	37.3910232868765	479.161324589879	0	576.723973056247	865.460124120567	636.267312911332	0
chr20:59032205-59032705	1029.8718552291	915.272943523557	963.753357533056	557.392290897865	352.170815925811	0	982.802619777759	0	0	0	985.182755020813	106.397060850568	1054.40856806461	418.100568665021	0	37.7442604737262	874.885303681188	477.936927478304	499.196620588062	208.168970999157	515.735195192379	0	172.333974110574	0	0	2019.90210237359	865.08595958437	961.622360133963	0	371.062601709672
chr21:37072409-37072909	272.741487083977	253.160601400133	459.127135992143	245.163186771922	46.9561087901082	0	213.711927015385	0	0	0	412.427191690905	83.3922909369316	251.799061030353	90.6724124815707	0	37.7442604737262	291.628434560396	191.174770991322	199.678648235225	0	183.002811197296	0	62.6668996765724	12.4636744289588	0	0	0	192.324472026793	0	0
chr3:9397296-9397796	933.866851775536	762.727452936298	784.238783640633	459.028945445301	281.736652740649	0	950.133280616171	0	0	1288.09475867689	841.588994562985	103.521464611363	1148.83321595099	402.988499918092	967.258387512739	320.826214026673	194.418956373597	358.452695608728	299.517972352837	381.643113498454	299.459145595575	0	235.000873787146	0	119.79033114747	0	576.723973056247	865.460124120567	0	371.062601709672
chr3:52057204-52057704	811.678665561914	749.744857992701	956.308052625075	444.125408255518	140.868326370325	9552.52771137741	861.653820386872	0	0	0	911.766396290495	94.8946758937497	1337.68251172375	428.175281162973	967.258387512739	264.209823316084	388.837912747195	525.730620226135	698.875268823286	451.032770498173	316.095764795329	0	282.001048544576	0	119.79033114747	1009.9510511868	1153.44794611249	1346.27130418755	0	0
chr4:102625524-102626024	74.1856844868416	87.6325158692767	89.3436588957683	52.9075570237279	0	0	98.0080174847626	0	0	0	48.0445288749876	5.75119247840908	188.849295772765	0	0	0	0	0	0	69.389656999719	0	0	0	24.9273488579177	0	0	0	192.324472026793	0	0
chr5:56909032-56909532	303.288533637382	272.634493815528	446.718294478841	184.803861153303	305.214707135703	0	442.397301146498	29427.230433407	0	0	427.542324370676	54.6363285448862	377.69859154553	146.083331220308	241.814596878185	18.8721302368631	0	262.865310113067	99.8393241176123	451.032770498173	99.819715198525	0	172.333974110574	0	119.79033114747	0	576.723973056247	0	0	0
chr5:67215757-67216257	379.656150020895	262.89754760783	517.862319155101	210.139874375933	211.302489555487	0	430.146298960903	0	0	0	453.993806560276	28.7559623920454	330.486267602339	206.531606208022	483.629193756369	0	194.418956373597	95.5873854956609	399.357296470449	104.084485499578	33.2732383995083	0	62.6668996765724	6.23183721447942	0	0	0	0	1272.53462582266	0
chr6:3751805-3752305	552.028769857969	629.655854764433	666.768417314715	233.240357020096	211.302489555487	0	707.835681834397	0	0	0	658.587923904324	51.7607323056817	424.910915488722	282.091949942665	120.907298439092	0	388.837912747195	119.484231869576	299.517972352837	138.779313999438	116.456334398279	0	78.3336245957155	31.1591860723971	0	0	0	0	0	0
chr6:33018839-33019339	357.836831054177	405.706091987392	471.535977505444	172.135854541988	46.9561087901082	0	490.040087423813	0	0	0	397.851885178268	60.3875210232953	346.223708916736	161.195399967237	0	37.7442604737262	194.418956373597	286.762156486983	199.678648235225	138.779313999438	116.456334398279	0	203.66742394886	0	359.370993442409	0	576.723973056247	576.973416080378	0	0
chr6:136821986-136822486	76.3676163835134	64.9129747179828	95.9617077028622	40.9847272719019	46.9561087901082	0	83.034570369035	0	0	0	75.0358372317222	20.1291736744318	110.16208920078	15.1120687469285	0	0	97.2094781867987	95.5873854956609	0	0	16.6366191997542	0	15.6667249191431	0	0	0	0	192.324472026793	0	0
chr9:27529552-27530052	218.193189667181	191.493275418049	225.840915542081	84.2049851222711	140.868326370325	4776.2638556887	210.989482085253	0	0	0	178.682461321583	31.6315586312499	62.9497652575884	50.3735624897615	0	37.7442604737262	97.2094781867987	95.5873854956609	0	138.779313999438	83.1830959987708	0	31.3334498382862	18.6955116434383	0	1009.9510511868	0	192.324472026793	0	0
chr9:69759811-69760311	565.120361237999	519.303797743862	555.088843695005	315.2098115639	258.258598345595	4776.2638556887	673.805120207743	0	0	0	508.51624944088	80.5166946977271	424.910915488722	342.540224930378	362.721895317277	75.4885209474525	194.418956373597	71.6905391217457	199.678648235225	312.253456498735	232.912668796558	0	188.000699029717	0	0	1009.9510511868	576.723973056247	384.648944053585	0	0
chr9:108933886-108934386	408.021264677629	259.651898871931	470.708721404557	258.576370242726	93.9122175802164	0	522.709426585401	0	0	0	435.639716877697	51.7607323056817	456.385798117516	95.7097687305469	725.443790634554	56.6163907105894	194.418956373597	47.7936927478304	0	208.168970999157	149.729572797787	0	141.000524272288	0	479.161324589879	0	1153.44794611249	192.324472026793	0	0
chr9:128192733-128193233	102.550799143575	136.317246907764	383.019574710562	183.313507434325	117.39027197527	0	145.650803762078	0	2338.22216872513	0	332.53291895497	17.2535774352272	125.899530515177	201.494249959046	241.814596878185	132.104911658042	388.837912747195	71.6905391217457	0	0	0	0	109.667074434002	6.23183721447942	0	0	0	576.973416080378	0	0
chr9:129835119-129835619	602.21320348142	736.762263049104	740.394210293635	368.117368587628	187.824435160433	0	750.033578251447	0	0	0	750.358372317222	51.7607323056817	786.872065719855	352.614937428331	120.907298439092	94.3606511843156	486.047390933993	191.174770991322	0	277.558627998876	282.822526395821	0	219.334148868003	12.4636744289588	0	0	865.08595958437	576.973416080378	0	0
